8.554877000000000000e+06,6.464029500000000000e+06,8.377535625000000000e+05,1.253094250000000000e+06
1.365549750000000000e+06,1.017188125000000000e+05,8.048999375000000000e+05,4.589310000000000000e+05
3.876363000000000000e+06,2.998895750000000000e+06,7.701821875000000000e+05,1.072851093750000000e+05
4.493166500000000000e+06,3.823215250000000000e+06,6.351766875000000000e+05,3.477459765625000000e+04
2.590315750000000000e+06,2.039928000000000000e+06,5.190519062500000000e+05,3.133577148437500000e+04
9.889448750000000000e+05,4.466003750000000000e+05,4.931466562500000000e+05,4.919788281250000000e+04
8.531983125000000000e+05,2.274748437500000000e+05,5.523541250000000000e+05,7.336932812500000000e+04
1.623956000000000000e+06,9.041301875000000000e+05,6.362378750000000000e+05,8.358800781250000000e+04
2.155967750000000000e+06,1.405839125000000000e+06,6.824667500000000000e+05,6.766178906250000000e+04
1.956955750000000000e+06,1.251851625000000000e+06,6.700607500000000000e+05,3.504338281250000000e+04
1.319385125000000000e+06,6.995482500000000000e+05,6.125779375000000000e+05,7.258926269531250000e+03
7.703861250000000000e+05,2.331535000000000000e+05,5.356081250000000000e+05,1.624528808593750000e+03
6.266723125000000000e+05,1.424091250000000000e+05,4.623350000000000000e+05,2.192817968750000000e+04
8.452395000000000000e+05,3.807999687500000000e+05,4.069345000000000000e+05,5.750498046875000000e+04
1.139772875000000000e+06,6.761805000000000000e+05,3.733519687500000000e+05,9.024042187500000000e+04
1.241908250000000000e+06,7.777690625000000000e+05,3.584160312500000000e+05,1.057230781250000000e+05
1.088230375000000000e+06,6.312320625000000000e+05,3.566553750000000000e+05,1.003429453125000000e+05
8.078596250000000000e+05,3.643606875000000000e+05,3.633641250000000000e+05,8.013483593750000000e+04
5.849127500000000000e+05,1.549875468750000000e+05,3.749934375000000000e+05,5.493176171875000000e+04
5.275590000000000000e+05,1.062892421875000000e+05,3.883689687500000000e+05,3.290080078125000000e+04
6.174668750000000000e+05,1.992557656250000000e+05,4.003229375000000000e+05,1.788821484375000000e+04
7.483371250000000000e+05,3.303401562500000000e+05,4.082583437500000000e+05,9.738635742187500000e+03
8.121386875000000000e+05,3.946170625000000000e+05,4.111099687500000000e+05,6.411704101562500000e+03
7.682328125000000000e+05,3.523582812500000000e+05,4.097549375000000000e+05,6.119576171875000000e+03
6.538818750000000000e+05,2.392785468750000000e+05,4.064068125000000000e+05,8.196485351562500000e+03
5.437595000000000000e+05,1.277645234375000000e+05,4.033673437500000000e+05,1.262760644531250000e+04
4.958558750000000000e+05,7.489472656250000000e+04,4.019087812500000000e+05,1.905237500000000000e+04
5.186970625000000000e+05,9.065839843750000000e+04,4.018883125000000000e+05,2.615034765625000000e+04
5.749795000000000000e+05,1.408808593750000000e+05,4.022268125000000000e+05,3.187181835937500000e+04
6.133506250000000000e+05,1.771359531250000000e+05,4.018695000000000000e+05,3.434518359375000000e+04
6.037755625000000000e+05,1.703891562500000000e+05,4.005723750000000000e+05,3.281407031250000000e+04
5.529072500000000000e+05,1.259075078125000000e+05,3.990392500000000000e+05,2.796047656250000000e+04
4.930997500000000000e+05,7.323252343750000000e+04,3.984118750000000000e+05,2.145533789062500000e+04
4.571791875000000000e+05,4.256963671875000000e+04,3.995057500000000000e+05,1.510382812500000000e+04
4.575776250000000000e+05,4.518068359375000000e+04,4.022670625000000000e+05,1.012986914062500000e+04
4.820436250000000000e+05,6.936050000000000000e+04,4.057399062500000000e+05,6.943228027343750000e+03
5.057832812500000000e+05,9.187987500000000000e+04,4.085248750000000000e+05,5.378531250000000000e+03
5.095860000000000000e+05,9.502257812500000000e+04,4.094411875000000000e+05,5.122250488281250000e+03
4.912261562500000000e+05,7.720762500000000000e+04,4.080210937500000000e+05,5.997449707031250000e+03
4.638443437500000000e+05,5.127919140625000000e+04,4.046154062500000000e+05,7.949735839843750000e+03
