2.738634338378906250e+02,4.070097148201057280e-09,2.288607788085937500e+02,4.500266265869140625e+01,1.349496403513228415e-09,1.147003811374780469e-10,1.513184993973126780e-10,1.269123472980027145e-09
1.757674609375000000e+04,9.756059417905145470e-15,7.531750000000000000e+03,4.500316238403320312e+01,9.999992187500000000e+03,4.171957782494670197e-14,9.626313282736984056e-14,7.548931098277922302e-14
1.321828979492187500e+03,7.096216392277199247e-10,3.400992431640625000e+02,4.500152206420898438e+01,9.367282714843750000e+02,1.337344124330286377e-09,1.280450856455672692e-09,4.483413196254559807e-09
4.042587890625000000e+03,5.510059963853564113e-08,2.614746826171875000e+03,4.499342346191406250e+01,1.382847656250000000e+03,2.074273197649745271e-07,8.820661179242961225e-08,2.741429341313050827e-07
1.007839550781250000e+04,7.044357541730050798e-09,5.988759277343750000e+03,4.500095748901367188e+01,4.044635498046875000e+03,2.249398178832962003e-08,9.928537103576218215e-09,4.551909782435359375e-08
7.086730468750000000e+03,8.543813573291814123e-11,4.336672363281250000e+03,4.500308227539062500e+01,2.705054931640625000e+03,1.587976833361537388e-10,9.353679636392442376e-11,7.721048245201700411e-10
1.726265625000000000e+03,3.728640118015602578e-13,1.238743530273437500e+03,4.500314331054687500e+01,4.425188903808593750e+02,2.425720486021881728e-13,7.447477557613949029e-14,2.594247299619878433e-12
3.312744750976562500e+02,1.457294424023203305e-10,5.049491119384765625e+01,4.500339508056640625e+01,2.357761688232421875e+02,4.642838891122380574e-11,1.730204347849539914e-11,1.350633715979654426e-09
3.017298095703125000e+03,9.216832852487755190e-10,1.001996215820312500e+03,4.500395202636718750e+01,1.970297973632812500e+03,2.094671935903846816e-10,5.951000109361004320e-11,8.664002848490781616e-09
5.203916015625000000e+03,3.357844891027639278e-09,1.927313476562500000e+03,4.500463867187500000e+01,3.231597656250000000e+03,1.095441959364507056e-09,2.476529259443083220e-10,3.152457850319478894e-08
4.243312011718750000e+03,1.443481156826464940e-08,1.515107788085937500e+03,4.500564956665039062e+01,2.683198242187500000e+03,7.667840584701934858e-09,1.357686185698980808e-09,1.327816789853386581e-07
1.674592529296875000e+03,9.478868889800651232e-08,4.701035766601562500e+02,4.500757598876953125e+01,1.159481323242187500e+03,7.133227342137615778e-08,1.455505849179417055e-08,8.057513696257956326e-07
2.081666259765625000e+02,7.625414468748203944e-07,5.703032302856445312e+01,4.501087188720703125e+01,1.061254196166992188e+02,6.845538109701010399e-07,2.088678456857451238e-07,5.763341960118850693e-06
8.970405883789062500e+02,5.201334261073498055e-06,7.039133300781250000e+02,4.501612854003906250e+01,1.481110992431640625e+02,5.023262929171323776e-06,2.171272853956907056e-06,3.524744533933699131e-05
2.428051513671875000e+03,1.015386078506708145e-05,1.665795043945312500e+03,4.501929855346679688e+01,7.172371215820312500e+02,9.172329555440228432e-06,5.362029241950949654e-06,6.473411485785618424e-05
2.887579345703125000e+03,6.185019628901500255e-06,1.939792968750000000e+03,4.501738739013671875e+01,9.027691650390625000e+02,4.936596269544679672e-06,2.561396740929922089e-06,4.015165541204623878e-05
1.892186157226562500e+03,1.872192910923331510e-06,1.340908081054687500e+03,4.501308822631835938e+01,5.062650146484375000e+02,1.353061861664173193e-06,4.289975379379029619e-07,1.298856750509003177e-05
5.893731689453125000e+02,3.458289654645341216e-07,4.878442993164062500e+02,4.500877761840820312e+01,5.652005386352539062e+01,2.198524242658095318e-07,3.313595442477890174e-08,2.650875330800772645e-06
2.051103210449218750e+02,2.971915336047459277e-08,5.861229705810546875e+01,4.500526046752929688e+01,1.014927597045898438e+02,1.521198633724907268e-08,3.880045618132044183e-09,2.548159443449549144e-07
8.568192749023437500e+02,3.621653199559204950e-09,1.818588562011718750e+02,4.500225448608398438e+01,6.299581909179687500e+02,1.336868171719629572e-09,1.310007435861848535e-09,3.433062190083546739e-08
1.604386352539062500e+03,5.119522938912268728e-08,4.436181945800781250e+02,4.499933624267578125e+01,1.115768798828125000e+03,1.212204292500018710e-08,3.659960157165187411e-08,5.256471240500104614e-07
1.583060302734375000e+03,1.441174219962704228e-07,4.356281738281250000e+02,4.499602508544921875e+01,1.102436157226562500e+03,1.773505964308697003e-08,1.571092553831476835e-07,1.572692781337536871e-06
8.792026367187500000e+02,3.233511449707293650e-07,1.889063415527343750e+02,4.499148178100585938e+01,6.453048706054687500e+02,1.181365760771768691e-08,4.369880741705856053e-07,3.661421487777261063e-06
2.592887878417968750e+02,7.309882334993744735e-07,4.736592102050781250e+01,4.498457717895507812e+01,1.669382629394531250e+02,1.075441069531279936e-09,9.973975920729571953e-07,8.314331353176385164e-06
2.816592712402343750e+02,1.443001110601471737e-06,2.366076660156250000e+02,4.497705841064453125e+01,7.453340291976928711e-02,6.709842637064866722e-08,1.636759748180338647e-06,1.591245381860062480e-05
7.570595703125000000e+02,1.463264766243810300e-06,6.081145019531250000e+02,4.498180007934570312e+01,1.039632492065429688e+02,3.816145408563897945e-07,1.131581257141078822e-06,1.498282199463574216e-05
1.050013793945312500e+03,5.827349696119199507e-07,8.067461547851562500e+02,4.500088119506835938e+01,1.982668151855468750e+02,5.263595994620118290e-07,2.560701375386997825e-07,5.221085302764549851e-06
8.343208007812500000e+02,8.602327028484069160e-08,6.613981323242187500e+02,4.501671981811523438e+01,1.279059371948242188e+02,3.053418993204104481e-07,5.246214129783766111e-08,7.644571837772673462e-07
3.858854980468750000e+02,8.023832154258059290e-10,3.297341003417968750e+02,4.501897430419921875e+01,1.113241481781005859e+01,7.767389575974448235e-08,2.238884988514655561e-08,9.169276893317146460e-08
1.830308837890625000e+02,7.060212414700117733e-10,8.925231170654296875e+01,4.500662994384765625e+01,4.877193832397460938e+01,1.354890866167579588e-09,4.932494968024059290e-10,4.123704933078897739e-09
3.655042724609375000e+02,4.873021453022374772e-08,5.489483642578125000e+01,4.498429107666015625e+01,2.656251525878906250e+02,1.920022185686320881e-08,6.162905297202314614e-09,1.458465135328879114e-07
6.345983886718750000e+02,4.260834884917130694e-07,1.155170059204101562e+02,4.495793914794921875e+01,4.741234130859375000e+02,6.456117773723235587e-08,1.683681105646428477e-08,8.823002985991479363e-07
6.480310058593750000e+02,1.444152189833403099e-06,1.191800384521484375e+02,4.493029403686523438e+01,4.839206848144531250e+02,1.495864552225611988e-07,4.383727514323254582e-08,2.136840521416161209e-06
4.074785156250000000e+02,3.504043206703499891e-06,6.176749038696289062e+01,4.490070343017578125e+01,3.008103332519531250e+02,4.152049370986787835e-07,2.132202183702247567e-07,3.767852376768132672e-06
2.006591186523437500e+02,7.344372079387539998e-06,6.163507843017578125e+01,4.486880493164062500e+01,9.415522003173828125e+01,1.053839469022932462e-06,9.300300689574214630e-07,5.947748377366224304e-06
2.327953491210937500e+02,1.371952839690493420e-05,1.847640533447265625e+02,4.484137725830078125e+01,3.189887762069702148e+00,2.110431523760780692e-06,3.255119281675433740e-06,8.096056262729689479e-06
4.055192260742187500e+02,2.117764597642235458e-05,3.463674316406250000e+02,4.483602905273437500e+01,1.431573009490966797e+01,3.162446091664605774e-06,8.532928404747508466e-06,7.894814189057797194e-06
4.756497802734375000e+02,2.527301148802507669e-05,4.022774963378906250e+02,4.486000823974609375e+01,2.851222801208496094e+01,3.448381903581321239e-06,1.522462025604909286e-05,5.207238245930057019e-06
3.612893981933593750e+02,2.352274896111339331e-05,3.091401062011718750e+02,4.489971542358398438e+01,7.249517917633056641e+00,2.839106173269101419e-06,1.862090721260756254e-05,2.939273826996213757e-06
2.122372741699218750e+02,1.788901499821804464e-05,1.587968292236328125e+02,4.493761825561523438e+01,8.502797126770019531e+00,1.903868906083516777e-06,1.675188650551717728e-05,2.173316943299141712e-06
1.962781677246093750e+02,1.174336284748278558e-05,6.422054290771484375e+01,4.496525955200195312e+01,8.709234619140625000e+01,1.124170012190006673e-06,1.205370881507406011e-05,1.987557652682880871e-06
2.963163146972656250e+02,6.957449841138441116e-06,4.759508514404296875e+01,4.498262405395507812e+01,2.037385864257812500e+02,6.204745091054064687e-07,7.444858056260272861e-06,1.690012481958547141e-06
3.591426086425781250e+02,3.861323875753441826e-06,5.398089981079101562e+01,4.499262619018554688e+01,2.601690979003906250e+02,3.341593810546328314e-07,4.177293249085778370e-06,1.255684196621587034e-06
3.032142028808593750e+02,2.106080501107499003e-06,4.800986099243164062e+01,4.499804306030273438e+01,2.102062988281250000e+02,1.836646816855136422e-07,2.260311703139450401e-06,8.598580052421311848e-07
2.074633636474609375e+02,1.208200728797237389e-06,5.744787216186523438e+01,4.500086975097656250e+01,1.050146255493164062e+02,1.093348913627778529e-07,1.270246457352186553e-06,5.931132704972696956e-07
