4.499513125000000000e+05,6.523166656494140625e+01,4.498854062500000000e+05,6.871481537818908691e-01
4.478438750000000000e+05,5.749804019927978516e+00,4.478381250000000000e+05,3.266897983849048615e-04
4.461855937500000000e+05,2.511186838150024414e+00,4.461830625000000000e+05,3.984953835606575012e-02
4.445620000000000000e+05,4.069935321807861328e+00,4.445575625000000000e+05,3.854986727237701416e-01
4.429108750000000000e+05,7.354497909545898438e+00,4.429010000000000000e+05,2.546343803405761719e+00
4.411823437500000000e+05,1.013723182678222656e+01,4.411596250000000000e+05,1.258979892730712891e+01
4.393526875000000000e+05,8.982283592224121094e+00,4.392950625000000000e+05,4.864496994018554688e+01
4.374275312500000000e+05,1.615761566162109375e+01,4.372552500000000000e+05,1.561275024414062500e+02
4.354354062500000000e+05,8.943766021728515625e+01,4.349132500000000000e+05,4.327037963867187500e+02
4.333731562500000000e+05,2.946997680664062500e+02,4.320178750000000000e+05,1.060591674804687500e+03
4.312816250000000000e+05,7.327171630859375000e+02,4.281766562500000000e+05,2.372259765625000000e+03
4.292859375000000000e+05,1.474237426757812500e+03,4.230523750000000000e+05,4.759302246093750000e+03
4.275178750000000000e+05,2.417063720703125000e+03,4.167785312500000000e+05,8.322271484375000000e+03
4.258553125000000000e+05,3.301562744140625000e+03,4.103073437500000000e+05,1.224640917968750000e+04
4.238876250000000000e+05,4.194038085937500000e+03,4.045209062500000000e+05,1.517267871093750000e+04
4.206545000000000000e+05,4.252512207031250000e+03,3.998074062500000000e+05,1.659458593750000000e+04
4.168340312500000000e+05,3.577131103515625000e+03,3.965167812500000000e+05,1.674012500000000000e+04
4.133962812500000000e+05,2.700314941406250000e+03,3.944680000000000000e+05,1.622795507812500000e+04
4.104866875000000000e+05,1.901843627929687500e+03,3.927594375000000000e+05,1.582539257812500000e+04
4.077133125000000000e+05,1.276696533203125000e+03,3.901957500000000000e+05,1.624087011718750000e+04
4.046764375000000000e+05,8.558641967773437500e+02,3.858469687500000000e+05,1.797358593750000000e+04
4.013020000000000000e+05,6.478420410156250000e+02,3.792442812500000000e+05,2.140987109375000000e+04
3.978626875000000000e+05,6.018130493164062500e+02,3.703328750000000000e+05,2.692798437500000000e+04
3.948418125000000000e+05,5.927185058593750000e+02,3.596514062500000000e+05,3.459768359375000000e+04
3.925465625000000000e+05,5.595234985351562500e+02,3.488410000000000000e+05,4.314601953125000000e+04
3.904096250000000000e+05,5.732249755859375000e+02,3.406859375000000000e+05,4.915045703125000000e+04
3.876918125000000000e+05,6.789830932617187500e+02,3.369944062500000000e+05,5.001844531250000000e+04
3.849110312500000000e+05,8.276176147460937500e+02,3.369820000000000000e+05,4.710141015625000000e+04
3.827391562500000000e+05,9.006315307617187500e+02,3.383088437500000000e+05,4.352969531250000000e+04
3.809584375000000000e+05,8.955717773437500000e+02,3.383220937500000000e+05,4.174076953125000000e+04
3.790069062500000000e+05,9.273596191406250000e+02,3.352878125000000000e+05,4.279172265625000000e+04
3.768005625000000000e+05,1.099298339843750000e+03,3.290109375000000000e+05,4.669030859375000000e+04
3.747807187500000000e+05,1.451902587890625000e+03,3.208600000000000000e+05,5.246882031250000000e+04
3.731461875000000000e+05,1.848029052734375000e+03,3.136859375000000000e+05,5.761222656250000000e+04
3.713120937500000000e+05,1.959969238281250000e+03,3.104127187500000000e+05,5.893939453125000000e+04
3.691430937500000000e+05,1.832559814453125000e+03,3.112551562500000000e+05,5.605537500000000000e+04
3.671403437500000000e+05,1.773902221679687500e+03,3.137820937500000000e+05,5.158434765625000000e+04
3.652519375000000000e+05,1.896500488281250000e+03,3.147759687500000000e+05,4.857947265625000000e+04
3.629884375000000000e+05,2.150923339843750000e+03,3.121107500000000000e+05,4.872676171875000000e+04
3.602500000000000000e+05,2.427559570312500000e+03,3.059449062500000000e+05,5.187753515625000000e+04
3.572679375000000000e+05,2.619781494140625000e+03,2.985331875000000000e+05,5.611496484375000000e+04
3.538703750000000000e+05,2.668837158203125000e+03,2.928069687500000000e+05,5.839457421875000000e+04
3.497615625000000000e+05,2.591900390625000000e+03,2.900509687500000000e+05,5.711868750000000000e+04
3.451945937500000000e+05,2.461034423828125000e+03,2.888506875000000000e+05,5.388288671875000000e+04
3.402613125000000000e+05,2.403807617187500000e+03,2.857297187500000000e+05,5.212777343750000000e+04
3.347040937500000000e+05,2.498485107421875000e+03,2.785018437500000000e+05,5.370375000000000000e+04
3.289008750000000000e+05,2.749764404296875000e+03,2.689487812500000000e+05,5.720234375000000000e+04
3.232655625000000000e+05,3.319395507812500000e+03,2.603199531250000000e+05,5.962621093750000000e+04
3.174365000000000000e+05,4.446791015625000000e+03,2.546406093750000000e+05,5.834909765625000000e+04
3.107806875000000000e+05,6.135818359375000000e+03,2.514884843750000000e+05,5.315639843750000000e+04
3.033260937500000000e+05,8.403224609375000000e+03,2.482696250000000000e+05,4.665325390625000000e+04
2.950325937500000000e+05,1.109592773437500000e+04,2.409821875000000000e+05,4.295449218750000000e+04
2.853871875000000000e+05,1.407617089843750000e+04,2.263358125000000000e+05,4.497519140625000000e+04
2.738202187500000000e+05,1.617021289062500000e+04,2.047589843750000000e+05,5.289101171875000000e+04
2.622860937500000000e+05,1.756697265625000000e+04,1.800303437500000000e+05,6.468877343750000000e+04
2.523773125000000000e+05,1.940079882812500000e+04,1.585262812500000000e+05,7.445023437500000000e+04
2.406016250000000000e+05,2.124709960937500000e+04,1.449752031250000000e+05,7.437932812500000000e+04
2.285082812500000000e+05,2.203079882812500000e+04,1.412440468750000000e+05,6.523343750000000000e+04
2.214449531250000000e+05,2.149275390625000000e+04,1.425029687500000000e+05,5.744923437500000000e+04
2.188938750000000000e+05,2.478865039062500000e+04,1.305329687500000000e+05,6.357225781250000000e+04
2.268553281250000000e+05,3.995690625000000000e+04,1.200534062500000000e+05,6.684501562500000000e+04
2.045190937500000000e+05,2.457709570312500000e+04,1.011127031250000000e+05,7.882930468750000000e+04
2.108910000000000000e+05,3.546809765625000000e+04,9.289639843750000000e+04,8.252650781250000000e+04
1.998845312500000000e+05,2.038422851562500000e+04,8.657726562500000000e+04,9.292303125000000000e+04
2.040400312500000000e+05,2.423332617187500000e+04,7.475061718750000000e+04,1.050560937500000000e+05
