6.943245529104560962e-05,6.857489192030080671e-02
3.284460000681211738e-05,2.907415259266986352e-02
2.727092198794380762e-05,2.462886640638095592e-02
2.737335574154522389e-05,2.474350136753378226e-02
2.752010301566125891e-05,2.477603441802558176e-02
2.755351639744537564e-05,2.478523894006798289e-02
2.728141126669196177e-05,2.466198484481467099e-02
2.722573927306783602e-05,2.460207566704036147e-02
2.721918313623324071e-05,2.455167998762210202e-02
2.731047289551963959e-05,2.461296425566151733e-02
2.724198426245082831e-05,2.451126132834023641e-02
7.256331801726441074e-04,7.766328629941553485e-01
7.193425652874416241e-04,7.672380260601205926e-01
6.875763402620427896e-04,7.412676601710624924e-01
6.666295446971664575e-04,7.166988130307979654e-01
5.928852881871626368e-04,6.459730456330455839e-01
4.470759457010643452e-04,4.871533724277326560e-01
4.284629850569090397e-04,4.636109956114772279e-01
4.219621441181938969e-04,4.507170996316874345e-01
4.069179350147716836e-04,4.326157737033792805e-01
3.726102818479708504e-04,3.992956738457718036e-01
3.439688525327784193e-04,3.683910359063070072e-01
2.908718512072255825e-04,3.109258188573008064e-01
2.974950754949492646e-04,3.214263491825862795e-01
2.529693824836945883e-04,2.706270773215717074e-01
1.321930342552797241e-04,1.407972024021728052e-01
1.051421409110044400e-04,1.100117851958783144e-01
7.888932118994207096e-05,7.928539242641292895e-02
5.942468649004791192e-05,5.810706648132215463e-02
4.370590033781557510e-05,4.100740240416656662e-02
4.406866193224479418e-05,4.081709706862298587e-02
3.510701362871804189e-05,3.208273186644671621e-02
3.127575532872868232e-05,2.848422180290820921e-02
3.091545634057708640e-05,2.805278051199188924e-02
3.129365619537199266e-05,2.827141862294226329e-02
2.843036767710028034e-05,2.592207427513063683e-02
2.719737262838182898e-05,2.501236115976880614e-02
2.688511125092722011e-05,2.476389923462682732e-02
2.698550975790028924e-05,2.481813504666572842e-02
2.714045899688891908e-05,2.509043490121568368e-02
2.688102256093329764e-05,2.468811833751475768e-02
2.714944340987757173e-05,2.489370339518911027e-02
2.745015868794762229e-05,2.497266890783869306e-02
6.754378688692985354e-04,7.434668471299419323e-01
2.398583189420592252e-04,2.768317138750526207e-01
2.754980013221547513e-05,2.613427605995146535e-02
2.774825328926074661e-05,2.598357605350699179e-02
2.827171090663447453e-05,2.630849822917593131e-02
2.814422251513117520e-05,2.622550215311306859e-02
2.803517204198633790e-05,2.617075821587271783e-02
2.800421122532795746e-05,2.616211826568803217e-02
2.805576411244559037e-05,2.618091170155472519e-02
2.804564906307492709e-05,2.617576049617492684e-02
7.266225228839770121e-04,8.156309408088500135e-01
7.157180443617634563e-04,8.013037523291232089e-01
5.186985399567580705e-04,5.888001549896964004e-01
8.850506034119026298e-05,9.947949405500969289e-02
2.958406365787884750e-05,3.047689215198768134e-02
2.730435280500222818e-05,2.698228728167724119e-02
2.807408056957296145e-05,2.753014833377502232e-02
2.786193513724425115e-05,2.742122159622807295e-02
2.756959342922770369e-05,2.720319736912284528e-02
2.746327550310006412e-05,2.715099535359069560e-02
2.728103696776283717e-05,2.705086101321254113e-02
2.750186052391796106e-05,2.719965100345638973e-02
2.743077975102001194e-05,2.714968311316789257e-02
2.751942187135287280e-05,2.718295607185194571e-02
2.745227751881856133e-05,2.715451926474862776e-02
2.745469928938755333e-05,2.716387048319417533e-02
2.744218150707634262e-05,2.714675018045557831e-02
2.745076063092048547e-05,2.716520524203581283e-02
2.744358591235036994e-05,2.715996607944949626e-02
2.744506981667138438e-05,2.716255363709188519e-02
2.646953121653429042e-04,3.212579402655967309e-01
4.685300624696559825e-05,5.290887881228333728e-02
2.690414922743748023e-05,2.720166996576983340e-02
2.773165919542771465e-05,2.772890806218809498e-02
2.780974888999343888e-05,2.774125259899914292e-02
2.773548914655892829e-05,2.768005026658338155e-02
2.781207177352580678e-05,2.773798670593679433e-02
2.777323126497215181e-05,2.771836191534070293e-02
2.770382692294996759e-05,2.768036963292114239e-02
2.765329577813008789e-05,2.763649879356260344e-02
2.764415307488975410e-05,2.763953372610280720e-02
2.766447673385587786e-05,2.765473142830936204e-02
2.761327430053030945e-05,2.761524723256040398e-02
2.770052351616087138e-05,2.767211350091702132e-02
2.761248812806336953e-05,2.759749974918827148e-02
2.762535069223077253e-05,2.761358411579224736e-02
2.756825424067161750e-05,2.756732945701258902e-02
2.761248390293458794e-05,2.762142252738606849e-02
2.760582434885614178e-05,2.760580234604758515e-02
2.763948359924332348e-05,2.763435259187801973e-02
2.763133876205571343e-05,2.762361560970100216e-02
4.941348678098186572e-05,5.239267996964119128e-02
2.744549337423337024e-05,2.723241778257707094e-02
2.752008634243515551e-05,2.740854071332073094e-02
2.753980548464746197e-05,2.729787225195798306e-02
2.757370570923046519e-05,2.723843925260015925e-02
2.760460639953699090e-05,2.737156272048559338e-02
2.756498101991093164e-05,2.732165110387650003e-02
2.762261407827696797e-05,2.740328938159345556e-02
2.766659079193710950e-05,2.747649325571981799e-02
2.771805041155520766e-05,2.751963266504438982e-02
2.768169596515303947e-05,2.748093300592340665e-02
2.767802020002197157e-05,2.747716491712233478e-02
2.768306789803095687e-05,2.749531572876873567e-02
2.767544117979148596e-05,2.747524594468246997e-02
2.766862793460439908e-05,2.747460600786188339e-02
2.766101309591636144e-05,2.746325524502159568e-02
2.766163905252512251e-05,2.746535606849130617e-02
