6.735914062500000000e+04,1.874818167379999068e-08,2.276530468750000000e+04,4.459383203125000000e+04,2.218589201241627507e-11,2.168135893043654505e-09,3.197429210288760260e-09,3.920391407064016676e-07
6.738580468750000000e+04,2.323062471987213939e-05,2.279114843750000000e+04,4.459346093750000000e+04,1.196436285972595215e+00,6.527800451294751838e-06,6.224905064300401136e-06,5.070568877272307873e-04
6.736102343750000000e+04,4.597093834490806330e-07,2.276746289062500000e+04,4.459355078125000000e+04,8.592462167143821716e-03,7.311364669249087456e-08,7.258518053276930004e-08,7.186722996266325936e-06
6.736285156250000000e+04,1.594687273609451950e-05,2.276874804687500000e+04,4.459408203125000000e+04,2.157215774059295654e-02,2.760328015938284807e-06,2.695107696126797237e-06,3.046178899239748716e-04
6.737038281250000000e+04,2.128086780430749059e-04,2.277613281250000000e+04,4.459401953125000000e+04,2.272219955921173096e-01,2.529312223487067968e-05,2.788092388072982430e-05,4.155564121901988983e-03
6.736512500000000000e+04,7.902936195023357868e-04,2.277139062500000000e+04,4.459361718750000000e+04,1.016698628664016724e-01,5.022069672122597694e-05,6.828410550951957703e-05,1.522725634276866913e-02
6.735417968750000000e+04,1.795580028556287289e-03,2.275984375000000000e+04,4.459428906250000000e+04,1.421262137591838837e-02,4.680149868363514543e-05,8.258273737737908959e-05,3.300129249691963196e-02
6.734062500000000000e+04,4.779695533215999603e-03,2.274371093750000000e+04,4.459631640625000000e+04,5.072336792945861816e-01,3.162463326589204371e-05,7.954875036375597119e-05,8.229351043701171875e-02
6.730720312500000000e+04,2.020480111241340637e-02,2.270624804687500000e+04,4.459661718750000000e+04,3.994891643524169922e+00,3.518364792398642749e-06,3.473076503723859787e-05,3.270896375179290771e-01
6.724568750000000000e+04,8.466096967458724976e-02,2.262707812500000000e+04,4.459522265625000000e+04,2.203763580322265625e+01,1.504843094153329730e-04,1.684402377577498555e-04,1.264923810958862305e+00
6.717628125000000000e+04,2.954654097557067871e-01,2.249141992187500000e+04,4.459390234375000000e+04,8.667481994628906250e+01,2.240160014480352402e-03,4.676008131355047226e-03,3.984667301177978516e+00
6.715205468750000000e+04,8.878949880599975586e-01,2.229260351562500000e+04,4.459371093750000000e+04,2.542025604248046875e+02,1.461221743375062943e-02,3.814286366105079651e-02,1.059417724609375000e+01
6.717079687500000000e+04,2.101787805557250977e+00,2.212166601562500000e+04,4.459372656250000000e+04,4.312618408203125000e+02,6.284341961145401001e-02,1.755303591489791870e-01,2.180128479003906250e+01
6.711478906250000000e+04,3.370958328247070312e+00,2.208394726562500000e+04,4.459244140625000000e+04,4.035111389160156250e+02,1.634423434734344482e-01,4.266649484634399414e-01,3.093006515502929688e+01
