5.298223803478935984e-02,4.527739906871261866e+01
5.273781500126153293e-02,4.477590943250555000e+01
5.492542310151674045e-02,4.547316292109591274e+01
4.124416267026229793e-02,2.909605923438379449e+01
3.430994368243976689e-02,2.413108352603519435e+01
1.831233630228801951e-02,1.310671615388657862e+01
1.810385484348968343e-02,1.269461330766483798e+01
6.075999968759572024e-03,4.689900030879321946e+00
1.326565856587127307e-02,9.661353048973927216e+00
3.093722606310252143e-03,2.419733077121372311e+00
5.465593897811924125e-03,4.583223530133537338e+00
5.948246561996494396e-03,4.685650360458186725e+00
1.577101844919319429e-03,1.266816804718108314e+00
3.834121816865956617e-03,2.760245674816626416e+00
9.607603498605692908e-04,9.217442691801250865e-01
1.517225553201600281e-03,1.322869105618902585e+00
1.406073089168766209e-03,1.257108052794872144e+00
1.485864241168410047e-03,1.315197004756164301e+00
1.474360205468952479e-03,1.287927170739736171e+00
1.055067735395494094e-03,1.014062777531756554e+00
9.535563729433625419e-04,9.313697431047290864e-01
8.691497862685391507e-04,8.293478976900641175e-01
